name,weight
/openpgpjs/openpgpjs,15839
/nodeca/js-yaml,15784
/kpdecker/jsdiff,15700
/octokit/rest.js,15434
/blueimp/JavaScript-Load-Image,15414
/jonathantneal/flexibility,15285
/tj/ejs,15246
/exif-js/exif-js,15226
/mde/ejs,15217
/learn-co-students/javascript-logging-lab-bootcamp-prep-000,15179
/riccardoscalco/textures,14997
/learn-co-students/javascript-logging-lab-js-intro-000,14917
/google/shaka-player,14905
/qunitjs/qunit,14888
/es-analysis/plato,14809
/google/closure-library,14713
/janhuenermann/neurojs,14701
/andrewplummer/Sugar,14625
/LazarSoft/jsqrcode,14601
/LambdaSchool/Sprint-Challenge--JavaScript,14539
/baidu/san,14538
/sweet-js/sweet-core,14394
/serratus/quaggaJS,14290
/ternjs/tern,14109
/kolodny/exercises,14099
/jasondavies/d3-cloud,13759
/bebraw/jswiki,13435
/prototypejs/prototype,13402
/auduno/headtrackr,13288
/toji/gl-matrix,13188
/hoodiehq/hoodie,13170
/subprotocol/verlet-js,13158
/dankogai/js-base64,13084
/zaach/jison,12778
/soulwire/sketch.js,12695
/spine/spine,12666
/pegjs/pegjs,12613
/facebook/metro,12574
/jnordberg/gif.js,12538
/creationix/js-git,12505
/clientIO/joint,12316
/stevenschobert/instafeed.js,12230
/douglascrockford/JSLint,12217
/npm/cli,12160
/WickyNilliams/enquire.js,12124
/cocos2d/cocos2d-html5,12088
/Okazari/Rythm.js,12045
/shakiba/planck.js,11991
/learn-co-students/javascript-strings-lab-js-apply-000,11931
/sintaxi/phonegap,11858
/learn-co-students/javascript-strings-lab-js-intro-000,11738
/esamattis/underscore.string,11725
/KartikTalwar/gmail.js,11692
/bgrins/TinyColor,11684
/web-animations/web-animations-js,11648
/MikeMcl/decimal.js,11569
/neutrinojs/neutrino,11484
/paularmstrong/swig,11381
/antimatter15/ocrad.js,11357
/givanz/VvvebJs,11349
/skulpt/skulpt,11343
/olifolkerd/tabulator,11282
/anvaka/VivaGraphJS,11265
/melonjs/melonJS,11230
/benjamine/jsondiffpatch,11202
/pawelgrzybek/siema,11101
/craftyjs/Crafty,11090
/learn-co-students/javascript-strings-lab-bootcamp-prep-000,11072
/schteppe/cannon.js,10948
/mroderick/PubSubJS,10933
/learn-co-students/javascript-intro-to-looping-bootcamp-prep-000,10887
/ccampbell/rainbow,10882
/buttercup/buttercup-desktop,10828
/linkedin/dustjs,10800
/quirkey/sammy,10757
/facebook/fbt,10635
/openstreetmap/iD,10500
/Olical/EventEmitter,10486
/LambdaSchool/JavaScript-I,10415
/Qix-/color,10400
/mattdiamond/fuckitjs,10393
/jpillora/xdomain,10382
/conversejs/converse.js,10324
/chrisdiana/cms.js,10261
/LambdaSchool/JavaScript-II,10214
/workshopper/javascripting,10128
/learn-co-students/javascript-intro-to-functions-lab-js-apply-000,10094
/LambdaSchool/JavaScript-III,10036
/ironhack-labs/lab-javascript-functions-and-arrays,10021
/ded/script.js,10009
/ironhack-labs/lab-javascript-vikings,9965
/ramon82/zuck.js,9947
/marijnh/Eloquent-JavaScript,9872
/HumbleSoftware/Flotr2,9814
/dagrejs/dagre,9807
/learn-co-students/skills-based-javascript-intro-to-flow-control-js-intro-000,9725
/benoitvallon/computer-science-in-javascript,9620
/TeehanLax/Hyperlapse.js,9606
/ironhack-labs/lab-javascript-clue,9542
/bcoin-org/bcoin,9492
/slevithan/xregexp,9443
/alohaeditor/Aloha-Editor,9402
/MikeMcl/big.js,9324
/inspirit/jsfeat,9299
/panzerdp/voca,9249
/rickharrison/validate.js,9201
/spencermountain/spacetime,9184
/vasanthk/js-bits,9060
/Foliotek/Croppie,9021
/learn-co-students/javascript-fix-the-scope-lab-js-apply-000,9011
/liammclennan/JavaScript-Koans,8965
/tcorral/Design-Patterns-in-Javascript,8848
/TheAlgorithms/Javascript,8786
/bgrins/spectrum,8763
/evanw/glfx.js,8731
/learn-co-students/skills-based-javascript-intro-to-flow-control-bootcamp-prep-000,8723
/fbeline/design-patterns-JS,8718
/formly-js/angular-formly,8707
/TarekRaafat/autoComplete.js,8659
/DevMountain/javascript-1-afternoon,8505
/googlemaps/v3-utility-library,8432
/vinta/pangu.js,8413
/botui/botui,8410
/jxcore/jxcore,8359
/gritzko/swarm,8301
/vitmalina/w2ui,8171
/DevMountain/javascript-2-afternoon,8102
/kach/nearley,8098
/DevMountain/javascript-2-afternoon-3,8077
/gildas-lormeau/zip.js,8073
/DevMountain/javascript-2-afternoon-2,8050
/jonthornton/jquery-timepicker,8033
/ansman/validate.js,8013
/kolber/audiojs,7957
/jsfront/month,7953
/victorqribeiro/isocity,7921
/schteppe/p2.js,7872
/sanctuary-js/sanctuary,7840
/leapmotion/leapjs,7829
/sproutcore/sproutcore,7793
/simple-statistics/simple-statistics,7688
/timoxley/functional-javascript-workshop,7594
/standard/eslint-config-standard,7563
/enyojs/enyo,7518
/sutoiku/formula.js,7394
/LeaVerou/bliss,7324
/latentflip/loupe,7293
/lo-th/Oimo.js,7289
/stdlib-js/stdlib,7270
/pa7/nude.js,7255
/isaacs/minimatch,7232
/wanasit/chrono,7224
/Twipped/Kalendae,7172
/learn-co-students/javascript-intro-to-functions-lab-js-intro-000,7164
/farzher/fuzzysort,7123
/uNmAnNeR/imaskjs,7111
/ironhack-labs/lab-javascript-memory-game,6996
/fengyuanchen/compressorjs,6989
/xmppjs/xmpp.js,6946
/npm/tink,6867
/hizzgdev/jsmind,6852
/Asabeneh/30DaysOfJavaScript,6845
/crabbly/Print.js,6799
/timdown/rangy,6791
/evilcos/xssor2,6709
/joypixels/emojify.js,6697
/idflood/ThreeNodes.js,6623
/learn-co-students/javascript-rock-dodger-bootcamp-prep-000,6594
/TGIF-iMatrix/MXFlutter,6590
/wise9/enchant.js,6581
/blueimp/JavaScript-Templates,6557
/yahoo/serialize-javascript,6542
/jmurzy/react-native-foldview,6537
/frappe/gantt,6505
/dleitee/strman,6502
/datejs/Datejs,6482
/MohammadYounes/AlertifyJS,6416
/GalleriaJS/galleria,6367
/gcanti/tcomb,6290
/stealjs/steal,6255
/careercup/CtCI-6th-Edition-JavaScript,6215
/ironhack-labs/lab-javascript-chronometer,6214
/webodf/ViewerJS,6184
/ScottHamper/Cookies,6137
/FrankieMFerreira/javascript-intro-to-looping-bootcamp-prep-000,6085
/joehewitt/scrollability,6082
/JoelOtter/kajero,6073
/worrydream/Tangle,6065
/beeware/batavia,6061
/micku7zu/vanilla-tilt.js,6050
/learn-co-students/javascript-arithmetic-lab-js-intro-000,6008
/drawcall/Proton,5934
/ethers-io/ethers.js,5923
/robinweser/fela,5901
/wesbos/keycodes,5881
/JeffreyZhao/wind,5852
/facebook/rebound-js,5839
/bitpay/bitcore-lib,5835
/mljs/ml,5819
/shzlw/zeu,5812
/pickhardt/Guiders-JS,5810
/mourner/simplify-js,5801
/chjj/term.js,5792
/blueimp/JavaScript-Canvas-to-Blob,5780
/ironhack-labs/lab-javascript-basic-algorithms,5742
/yangxi0126/javaScript,5697
/candy-chat/candy,5628
/maryrosecook/gitlet,5626
/broofa/node-mime,5615
/kentcdodds/testing-workshop,5615
/cljsjs/packages,5605
/soyaine/JavaScript30,5599
/box/t3js,5586
/ironhack-labs/lab-javascript-koans,5507
/kefirjs/kefir,5504
/ironhack-labs/lab-es6-javascript-koans,5495
/rolling-scopes-school/js-assignments,5462
/boltpkg/bolt,5461
/pusher/pusher-js,5442
/learn-co-students/javascript-fix-the-scope-lab-js-intro-000,5438
/parse-community/Parse-SDK-JS,5367
/rndme/download,5358
/mozilla/task.js,5346
/google/earthengine-api,5309
/jstat/jstat,5277
/corbanbrook/dsp.js,5199
/oakmac/chessboardjs,5186
/trueinteractions/tint2,5163
/bernii/gauge.js,5157
/inexorabletash/polyfill,5145
/millermedeiros/crossroads.js,5113
/syl22-00/pocketsphinx.js,5109
/jeanregisser/react-native-slider,5101
/DevExpress/DevExtreme,5041
/learn-co-students/javascript-arrays-js-intro-000,5031
/AlbertoOlla/esercizi-di-programmazione-javascript,5010
/z-pattern-matching/z,4907
/cognitect-labs/transducers-js,4897
/kadirahq/lokka,4865
/crossbario/autobahn-js,4847
/Clouda-team/Cloudajs,4802
/sloisel/numeric,4756
/spikebrehm/isomorphic-tutorial,4741
/jsx/JSX,4735
/CloudBoost/cloudboost,4731
/fat/bean,4731
/15Dkatz/es6-in-depth-tutorial,4729
/macek/jquery-serialize-object,4713
/Idered/Editr.js,4690
/Savjee/SavjeeCoin,4656
/sindresorhus/multiline,4634
/libp2p/js-libp2p,4614
/facebookarchive/connect-js,4610
/krasimir/absurd,4604
/mixi-inc/JavaScriptTraining,4544
/ulid/javascript,4511
/madrobby/vapor.js,4493
/signalapp/libsignal-protocol-javascript,4445
/davidbau/seedrandom,4423
/alongubkin/spider,4394
/pchen66/panolens.js,4387
/NeilFraser/JS-Interpreter,4331
/danlucraft/git.js,4326
/MicrosoftDocs/pipelines-javascript,4303
/learn-co-students/javascript-arrays-lab-js-intro-000,4288
/NectarJS/nectarjs,4286
/monet/monet.js,4253
/ironhack-labs/lab-javascript-advanced-algorithms,4252
/microstates/microstates.js,4208
/formio/formio.js,4171
/maccman/holla,4161
/abdolence/x2js,4143
/metafloor/bwip-js,4120
/mout/mout,4106
/vanilla-masker/vanilla-masker,4103
/florian/cookie.js,4097
/learn-co-students/javascript-objects-js-intro-000,4027
/shift-js/shift-js,4019
/eslint/espree,4012
/danielemoraschi/maplace.js,4006
/dreamapplehappy/effective-javascript,4002
/hughsk/flat,3995
/neumino/thinky,3951
/mbebenita/LLJS,3924
/PiotrDabkowski/Js2Py,3921
/PaulGuo/Juicer,3894
/bjornharrtell/jsts,3887
/bgrins/javascript-astar,3882
/mihaifm/linq,3847
/dchest/tweetnacl-js,3842
/nimiq/core-js,3822
/saebekassebil/teoria,3804
/learn-co-students/javascript-objects-lab-js-intro-000,3800
/eclipse/paho.mqtt.javascript,3794
/cujojs/rest,3776
/felipe-augusto/clean-code-javascript,3761
/learn-co-students/javascript-intro-to-looping-js-intro-000,3728
/jmaister/excellentexport,3721
/dagrejs/graphlib,3670
/jsdoc2md/jsdoc-to-markdown,3630
/leebyron/testcheck-js,3613
/duereg/js-algorithms,3600
/ebradyjobory/finance.js,3541
/krux/postscribe,3523
/Airtable/airtable.js,3440
/DataTables/VisualEvent,3424
/commonmark/commonmark.js,3423
/BingKui/javascript-zh,3396
/krasimir/cssx,3329
/hxgf/smoke.js,3317
/peterolson/BigInteger.js,3314
/TheOdinProject/javascript-exercises,3290
/GoogleChromeLabs/jsvu,3284
/DevMountain/javascript-3-afternoon,3261
/hueitan/javascript-sdk-design,3229
/rsperberg/essential-javascript-links,3212
/dropbox/dropbox-sdk-js,3212
/chxj1992/kline,3196
/Sage/streamlinejs,3190
/tcorral/javascript-challenges-book,3183
/chihungyu1116/leetcode-javascript,3169
/andreassolberg/jso,3140
/wchaowu/javascript,3128
/pubnub/javascript,3093
/sdecima/javascript-detect-element-resize,3088
/jterrace/js.js,3084
/oreillymedia/data_structures_and_algorithms_using_javascript,3078
/qooxdoo/qooxdoo,3070
/patorjk/JavaScript-Snake,3012
/scijs/ndarray,3010
/chrisveness/geodesy,2975
/cedricpinson/osgjs,2955
/gorhill/Javascript-Voronoi,2926
/mtth/avsc,2923
/careercup/CtCI-6th-Edition-JavaScript-ES2015,2907
/nk-o/jarallax,2883
/raganwald/javascript-allonge,2861
/kawanet/msgpack-lite,2860
/mixpanel/mixpanel-js,2832
/webodf/WebODF,2812
/higgsjs/Higgs,2791
/kig/JSARToolKit,2775
/brisket/brisket,2758
/WebDevSimplified/Face-Detection-JavaScript,2755
/DevMountain/javascript-4-afternoon,2708
/adityaravishankar/command-and-conquer,2684
/jsreport/jsreport,2684
/darkskyapp/delaunay-fast,2681
/mjackson/mach,2661
/onaluf/gameQuery,2660
/maxogden/javascript-for-cats,2658
/mrdoob/frame.js,2641
/DragonBones/DragonBonesJS,2624
/ethereum/solc-js,2621
/myshov/history-of-javascript,2611
/nolimits4web/template7,2589
/silentmatt/expr-eval,2585
/shachaf/jsgif,2543
/Tom-Alexander/regression-js,2523
/basecamp/wysihat,2522
/CartoDB/carto.js,2518
/aredridel/html5,2501
/maxatwork/form2js,2501
/firmata/firmata.js,2497
/stamen/modestmaps-js,2493
/alexgheorghiu/diagramo,2448
/bearcatjs/bearcat,2439
/asmcrypto/asmcrypto.js,2426
/matrix-org/matrix-react-sdk,2421
/guaxiao/gua.game.js,2420
/maxogden/callback-hell,2413
/MartinChavez/Javascript,2391
/indutny/bn.js,2384
/mapstraction/mxn,2357
/evernote/evernote-sdk-js,2342
/andrejewski/himalaya,2336
/neo4j/neo4j-javascript-driver,2335
/arshaw/xdate,2334
/bugsnag/bugsnag-js,2324
/matrix-org/matrix-js-sdk,2323
/samsonjs/strftime,2302
/SuperMap/iClient-JavaScript,2279
/udacity/ud549,2267
/Huxpro/js-module-7day,2255
/crawljax/crawljax,2253
/aadsm/JavaScript-ID3-Reader,2246
/nnajm/orb,2243
/jgallen23/routie,2232
/azat-co/fullstack-javascript,2222
/learn-co-curriculum/javascript-fetch-lab,2222
/vega/datalib,2212
/rohan-paul/Awesome-JavaScript-Interviews,2209
/0xfe/vexchords,2161
/riktar/jkanban,2137
/LambdaSchool/Testing,2135
/Breeze/breeze.js,2133
/biwascheme/biwascheme,2126
/wieringen/tinyscrollbar,2099
/DHTMLX/gantt,2089
/subtleGradient/javascript-tools.tmbundle,2088
/nan-academy/js-training,2086
/aimacode/aima-javascript,2080
/RobotWebTools/roslibjs,2064
/cornerstonejs/dicomParser,2053
/nimiq/qr-scanner,2019
/nas5w/typeofnan-javascript-quizzes,2011
/wesbos/javascript-drones,2006
/DevMountain/javascript-5-lodash,1996
/davetroy/geohash-js,1991
/terebentina/sco.js,1960
/jonnyreeves/js-logger,1959
/DevMountain/javascript-3-afternoon-project,1948
/mostlyserious/riak-js,1936
/FrankieMFerreira/javascript-hide-and-seek-bootcamp-prep-000,1936
/daniellmb/JavaScript-Scope-Context-Coloring,1925
/stackp/promisejs,1913
/soney/jsep,1908
/zenorocha/sublime-javascript-snippets,1897
/AustinCodingAcademy/javascript-workbook,1888
/DevMountain/intermediate-javascript-assessment,1881
/Mikhus/domurl,1878
/loov/jsfx,1872
/DevMountain/javascript5-mini,1871
/DevMountain/javascript-4-afternoon-project,1860
/linkeddata/rdflib.js,1855
/snowplow/snowplow-javascript-tracker,1850
/DevMountain/javascript-basic-assessment,1845
/atatanasov/gijgo,1829
/learn-co-students/javascript-hide-and-seek-js-intro-000,1820
/theshock/libcanvas,1818
/amcharts/amcharts3,1810
/ubilabs/kd-tree-javascript,1801
/audiocogs/flac.js,1794
/Tastenkunst/brfv4_javascript_examples,1789
/sensorsdata/sa-sdk-javascript,1777
/atsepkov/RapydScript,1771
/zfedoran/pixel-sprite-generator,1750
/quisquous/cactbot,1740
/paopao2/leetcode-js,1714
/developerforce/Force.com-JavaScript-REST-Toolkit,1711
/dmcinnes/HTML5-Asteroids,1697
/DevMountain/javascript-5-afternoon-project,1664
/soundcloud/soundcloud-javascript,1657
/ccampbell/gator,1657
/albeebe/phoneformat.js,1654
/cowboy/javascript-debug,1653
/ryanwilliams/cocos2d-javascript,1640
/jublo/codebird-js,1624
/coryhouse/javascript-development-environment,1612
/appalaszynski/javascript-exercises,1605
/DevMountain/JavaScript-Review,1603
/xugy0926/getting-started-with-javascript,1593
/acuminous/yadda,1591
/Bishop92/JavaScript-Data-Structures,1589
/taisel/GameBoy-Online,1588
/supereggbert/GLGE,1587
/zarocknz/javascript-winwheel,1585
/minio/minio-js,1571
/facebookarchive/facebook-js-sdk,1564
/jwagener-soundcloud/recorder.js,1557
/bradtraversy/javascript_cardio,1534
/CircleCI-Public/circleci-demo-javascript-express,1526
/gruntjs/grunt-contrib-coffee,1526
/x6doooo/GeoMap,1509
/eligrey/l10n.js,1478
/deanm/pre3d,1475
/erictraub/Learn-Blockchain-By-Building-Your-Own-In-JavaScript,1465
/helion3/inspire-tree,1457
/jtobey/javascript-bignum,1454
/jamesyu/gmailr,1435
/HynekPetrak/javascript-malware-collection,1428
/madsonar/formacao-javascript-mestre-jedi,1423
/exercism/DEPRECATED.javascript,1413
/exercism/javascript,1412
/osteele/functional-javascript,1394
/ryanflorence/render-markdown-javascript,1393
/jamesshore/lets_code_javascript,1382
/inexorabletash/jslogo,1349
/estebanav/javascript-mobile-desktop-geolocation,1341
/alexwarth/ometa-js,1338
/ankane/ahoy.js,1330
/HackYourFuture/JavaScript2,1328
/samiheikki/javascript-guessing-game,1314
/ArthurClemens/Javascript-Undo-Manager,1309
/sstrigler/JSJaC,1302
/raphv/gexf-js,1299
/CodeYourFuture/js-exercises,1296
/coffeedeveloper/typing.js,1289
/heremaps/maps-api-for-javascript-examples,1285
/SUNNERCMS/30daysJavascript,1280
/amper5and/secrets.js,1277
/mikeymckay/google-spreadsheet-javascript,1275
/bestofjs/javascript-risingstars,1253
/davidflanagan/javascript6_examples,1245
/tylermcginnis/Modern-JavaScript-Curriculum,1231
/atulmy/fullstack-javascript-architecture,1226
/LambdaSchool/JavaScript-I-Stretch-Assignment,1219
/Overv/WebCraft,1215
/watson-developer-cloud/speech-javascript-sdk,1209
/DataDog/dd-trace-js,1208
/actions/javascript-action,1186
/BlakeGuilloud/ganon,1176
/zoltantothcom/Design-Patterns-JavaScript,1165
/web-mech/badwords,1165
/jeresig/env-js,1152
/liubin915249126/javascript,1151
/remy/twitterlib,1150
/HackYourFuture/JavaScript3,1146
/algaworks/curso-sistemas-web-com-spring-javascript-bootstrap,1143
/krampstudio/aja.js,1143
/behavior3/behavior3js,1140
/LexmarkWeb/csi.js,1120
/cavestri/themoviedb-javascript-library,1116
/peterbraden/ical.js,1113
/andersontr15/clean-code-javascript-es,1112
/romainl/ctags-patterns-for-javascript,1107
/yeyan1996/practical-javascript,1101
/oakes/PixelJihad,1098
/RealToughCandy/real-world-javascript-interview-questions,1094
/davestewart/javascript-state-machine,1093
/jwhitehorn/jsMiner,1093
/fxb/javascript-last.fm-api,1088
/LambdaSchool/JavaScript-II-Stretch-Assignment,1083
/jweisbeck/Crossword,1083
/lelinhtinh/de4js,1077
/ga-wdi-exercises/checkpoint-javascript,1069
/dwyl/javascript-todo-list-tutorial,1067
/WDI-SEA/google-shopping-conditionals-loops,1066
/nas5w/javascript-patterns,1047
/noazark/weather,1040
/chenmnkken/easyjs,1030
/clipperz/javascript-crypto-library,1024
/ioBroker/ioBroker.javascript,1022
/spatialillusions/milsymbol,1022
/marmelab/javascript-boilerplate,1017
/bahmutov/javascript-journey,1011
/PacktPublishing/Learning-JavaScript-Data-Structures-and-Algorithms-Third-Edition,1004
/progranism/Bitcoin-JavaScript-Miner,1002
/jctillman/js-ml-workshop,1002
/Clarifai/clarifai-javascript,998
/substack/JavaScriptButtons,990
/QuickBlox/quickblox-javascript-sdk,972
/ExodusMovement/cryptocompare,970
/amplitude/Amplitude-JavaScript,969
/redradix-school/curso-javascript-avanzado,969
/ironhack-labs/lab-javascript-advanced-collection-methods,969
/indongyoo/functional-javascript,959
/jsoverson/JavaScript-Particle-System,950
/LambdaSchool/JavaScript-II-Mini,937
/webex/webex-js-sdk,932
/Badacadabra/JavaScript-Design-Patterns,922
/WDI-SEA/google-shopping-functions,922
/oc-courses/intro-javascript,921
/hienvd/clean-code-javascript,907
/splunk/splunk-sdk-javascript,894
/jakesgordon/javascript-pong,880
/Swap76/Learn-JavaScript,877
/Philipeano/javascript-demo-project,874
/WebDevSimplified/Face-Recognition-JavaScript,862
/learn-co-students/javascript-closures-v-000,850
/lightningtgc/JavaScript-Algorithms,834
/myst729/JavaScript-Utilities,834
/jeffheaton/encog-javascript,833
/silentmatt/javascript-biginteger,831
/Sam152/Javascript-Equal-Height-Responsive-Rows,818
/ahfarmer/javascriptstuff-db,807
/naver/smarteditor2,804
/mrahtz/javascript-karplus-strong,795
/chucktomasi/sn-learn-javascript,791
/jamesqquick/Build-A-Quiz-App-With-HTML-CSS-and-JavaScript,767
/maksugr/clean-code-javascript,765
/leapmotion/javascript,750
/nkronlage/JavaScripture,744
/guyroyse/gilded-rose-javascript,741
/Atmosphere/atmosphere-javascript,733
/maximelebreton/quick-javascript-switcher,733
/skyway/skyway-js-sdk,729
/jakesgordon/javascript-gauntlet,724
/tylermcginnis/Modern-JavaScript,719
/barbushin/javascript-errors-notifier,717
/cowboy/javascript-hooker,713
/binance-chain/javascript-sdk,697
/MagicTheGathering/mtg-sdk-javascript,697
/catamphetamine/javascript-time-ago,689
/jakesgordon/javascript-tiny-platformer,681
/atomantic/JavaScript-Playing-Cards,671
/RobinQu/Programing-In-Javascript,667
/eventbrite/javascript,654
/javascript-obfuscator/javascript-obfuscator-ui,652
/prismicio/javascript-kit,647
/LambdaSchool/Basic-JavaScript,643
/larrybotha/testing-javascript,634
/facebookarchive/instagram-javascript-sdk,626
/root-project/jsroot,621
/ahmednuaman/javascript-tests,620
/turingschool-examples/javascript-foundations,611
/joelvardy/javascript-image-upload,607
/javascript-101/javascript-101,594
/Asabeneh/JavaScript-for-Everyone,578
/mrcoles/javascript-piano,573
/shelleyp/javascriptcookbook,565
/rithmschool/javascript_computer_science_exercises,559
/lvarayut/JavaScript-21-Days-Challenge,548
/code0wl/react-example-modern-javascript,547
/owencm/javascript-jpeg-encoder,537
/ncpatro/javascript-unit-testing-with-mocha,534
/zuobaiquan/javascript,532
/CodeExplainedRepo/FlappyBird-JavaScript,531
/Hacker233/JavaScript,527
/kennethkufluk/js-fireworks,523
/longtian/javascript_performance_measurement,517
/ziyan/javascript-rsa,516
/kellyk/javascript-simon,499
